Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
1.1120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.1120,3,8.2373,2.1571,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.1440,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.1440,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.1440,3,8.2371,2.1571,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.1780,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.1780,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.1780,3,8.2370,2.1570,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.2120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.2120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.2120,3,8.2369,2.1570,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.2460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.2460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.2460,3,8.2368,2.1570,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.2800,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.2800,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.2800,3,8.2366,2.1570,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.3120,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.3120,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.3120,3,8.2365,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.3460,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.3460,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.3460,3,8.2364,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
