Timp,ID_Legatura,FortaModul_N,FortaX_N,FortaY_N,Moment_Nm
5.0200,1,196.1996,0.0000,-196.1996,392.3990
5.0520,0,44.3302,-18.8542,-40.1208,0.0000
5.0520,1,196.1996,0.0000,-196.1996,392.3990
5.0860,0,44.3302,-18.8542,-40.1208,0.0000
5.0860,1,196.1996,0.0000,-196.1996,392.3990
5.1180,0,44.3302,-18.8542,-40.1208,0.0000
5.1180,1,196.1996,0.0000,-196.1996,392.3990
5.1540,0,44.3302,-18.8542,-40.1208,0.0000
5.1540,1,196.1996,0.0000,-196.1996,392.3990
5.1880,0,44.3302,-18.8542,-40.1208,0.0000
5.1880,1,196.1996,0.0000,-196.1996,392.3990
5.2240,0,44.3302,-18.8542,-40.1208,0.0000
5.2240,1,196.1996,0.0000,-196.1996,392.3990
5.2540,0,44.3302,-18.8542,-40.1208,0.0000
5.2540,1,196.1996,0.0000,-196.1996,392.3990
5.2840,0,44.3302,-18.8542,-40.1208,0.0000
5.2840,1,196.1996,0.0000,-196.1996,392.3990
5.3180,0,44.3302,-18.8542,-40.1208,0.0000
5.3180,1,196.1996,0.0000,-196.1996,392.3989
5.3500,0,44.3302,-18.8542,-40.1208,0.0000
5.3500,1,196.1996,0.0000,-196.1996,392.3990
5.3860,0,44.3302,-18.8542,-40.1208,0.0000
5.3860,1,196.1996,0.0000,-196.1996,392.3990
5.4200,0,44.3302,-18.8542,-40.1208,0.0000
5.4200,1,196.1996,0.0000,-196.1996,392.3989
5.4540,0,44.3302,-18.8542,-40.1208,0.0000
5.4540,1,196.1996,0.0000,-196.1996,392.3990
5.4860,0,44.3302,-18.8542,-40.1208,0.0000
5.4860,1,196.1996,0.0000,-196.1996,392.3990
5.5200,0,44.3302,-18.8542,-40.1208,0.0000
5.5200,1,196.1996,0.0000,-196.1996,392.3990
5.5540,0,44.3302,-18.8542,-40.1208,0.0000
5.5540,1,196.1996,0.0000,-196.1996,392.3989
5.5860,0,44.3302,-18.8542,-40.1208,0.0000
5.5860,1,196.1996,0.0000,-196.1996,392.3990
5.6200,0,44.3302,-18.8542,-40.1208,0.0000
5.6200,1,196.1996,0.0000,-196.1996,392.3990
5.6540,0,44.3302,-18.8542,-40.1208,0.0000
5.6540,1,196.1996,0.0000,-196.1996,392.3990
5.6880,0,44.3302,-18.8542,-40.1208,0.0000
5.6880,1,196.1996,0.0000,-196.1996,392.3990
5.7200,0,44.3302,-18.8542,-40.1208,0.0000
5.7200,1,196.1996,0.0000,-196.1996,392.3990
5.7520,0,44.3302,-18.8542,-40.1208,0.0000
5.7520,1,196.1996,0.0000,-196.1996,392.3990
5.7880,0,44.3302,-18.8542,-40.1208,0.0000
5.7880,1,196.1996,0.0000,-196.1996,392.3989
5.8220,0,44.3302,-18.8542,-40.1208,0.0000
5.8220,1,196.1996,0.0000,-196.1996,392.3989
5.8520,0,44.3302,-18.8542,-40.1208,0.0000
5.8520,1,196.1996,0.0000,-196.1996,392.3989
5.8860,0,44.3302,-18.8542,-40.1208,0.0000
5.8860,1,196.1996,0.0000,-196.1996,392.3989
5.9180,0,44.3302,-18.8542,-40.1208,0.0000
5.9180,1,196.1996,0.0000,-196.1996,392.3990
5.9520,0,44.3302,-18.8542,-40.1208,0.0000
5.9520,1,196.1996,0.0000,-196.1996,392.3990
5.9880,0,44.3302,-18.8542,-40.1208,0.0000
5.9880,1,196.1996,0.0000,-196.1996,392.3990
6.0180,0,44.3302,-18.8542,-40.1208,0.0000
6.0180,1,196.1996,0.0000,-196.1996,392.3990
6.0520,0,44.3302,-18.8542,-40.1208,0.0000
6.0520,1,196.1996,0.0000,-196.1996,392.3990
6.0880,0,44.3302,-18.8542,-40.1208,0.0000
6.0880,1,196.1996,0.0000,-196.1996,392.3989
6.1200,0,44.3302,-18.8542,-40.1208,0.0000
6.1200,1,196.1996,0.0000,-196.1996,392.3990
6.1300,0,44.3302,-18.8542,-40.1208,0.0000
6.1300,1,196.1996,0.0000,-196.1996,392.3990
6.1520,0,44.3302,-18.8542,-40.1208,0.0000
6.1520,1,196.1996,0.0000,-196.1996,392.3990
6.1880,0,44.3302,-18.8542,-40.1208,0.0000
6.1880,1,196.1996,0.0000,-196.1996,392.3990
6.2220,0,44.3302,-18.8542,-40.1208,0.0000
6.2220,1,196.1996,0.0000,-196.1996,392.3990
6.2520,0,44.3302,-18.8542,-40.1208,0.0000
6.2520,1,196.1996,0.0000,-196.1996,392.3990
6.2880,0,44.3302,-18.8542,-40.1208,0.0000
6.2880,1,196.1996,0.0000,-196.1996,392.3990
6.3180,0,44.3302,-18.8542,-40.1208,0.0000
6.3180,1,196.1996,0.0000,-196.1996,392.3990
6.3520,0,44.3302,-18.8542,-40.1208,0.0000
6.3520,1,196.1996,0.0000,-196.1996,392.3990
6.3840,0,44.3302,-18.8542,-40.1208,0.0000
6.3840,1,196.1996,0.0000,-196.1996,392.3990
6.4180,0,44.3302,-18.8542,-40.1208,0.0000
6.4180,1,196.1996,0.0000,-196.1996,392.3990
6.4500,0,44.3302,-18.8542,-40.1208,0.0000
6.4500,1,196.1996,0.0000,-196.1996,392.3990
6.4860,0,44.3302,-18.8542,-40.1208,0.0000
6.4860,1,196.1996,0.0000,-196.1996,392.3990
6.5180,0,44.3302,-18.8542,-40.1208,0.0000
6.5180,1,196.1996,0.0000,-196.1996,392.3990
6.5500,0,44.3302,-18.8542,-40.1208,0.0000
6.5500,1,196.1996,0.0000,-196.1996,392.3990
6.5880,0,44.3302,-18.8542,-40.1208,0.0000
6.5880,1,196.1996,0.0000,-196.1996,392.3990
6.6200,0,44.3302,-18.8542,-40.1208,0.0000
6.6200,1,196.1996,0.0000,-196.1996,392.3990
6.6520,0,44.3302,-18.8542,-40.1208,0.0000
6.6520,1,196.1996,0.0000,-196.1996,392.3990
6.6860,0,44.3302,-18.8542,-40.1208,0.0000
6.6860,1,196.1996,0.0000,-196.1996,392.3990
6.7180,0,44.3302,-18.8542,-40.1208,0.0000
6.7180,1,196.1996,0.0000,-196.1996,392.3989
6.7540,0,44.3302,-18.8542,-40.1208,0.0000
6.7540,1,196.1996,0.0000,-196.1996,392.3989
6.7840,0,44.3302,-18.8542,-40.1208,0.0000
6.7840,1,196.1996,0.0000,-196.1996,392.3990
6.8220,0,44.3302,-18.8542,-40.1208,0.0000
6.8220,1,196.1996,0.0000,-196.1996,392.3990
6.8520,0,44.3302,-18.8542,-40.1208,0.0000
6.8520,1,196.1996,0.0000,-196.1996,392.3990
6.8840,0,44.3302,-18.8542,-40.1208,0.0000
6.8840,1,196.1996,0.0000,-196.1996,392.3990
6.9180,0,44.3302,-18.8542,-40.1208,0.0000
6.9180,1,196.1996,0.0000,-196.1996,392.3990
6.9540,0,44.3302,-18.8542,-40.1208,0.0000
6.9540,1,196.1996,0.0000,-196.1996,392.3990
6.9880,0,44.3302,-18.8542,-40.1208,0.0000
6.9880,1,196.1996,0.0000,-196.1996,392.3990
7.0180,0,44.3302,-18.8542,-40.1208,0.0000
7.0180,1,196.1996,0.0000,-196.1996,392.3989
7.0520,0,44.3302,-18.8542,-40.1208,0.0000
7.0520,1,196.1996,0.0000,-196.1996,392.3990
7.0880,0,44.3302,-18.8542,-40.1208,0.0000
7.0880,1,196.1996,0.0000,-196.1996,392.3990
7.1200,0,44.3302,-18.8542,-40.1208,0.0000
7.1200,1,196.1996,0.0000,-196.1996,392.3990
7.1540,0,44.3302,-18.8542,-40.1208,0.0000
7.1540,1,196.1996,0.0000,-196.1996,392.3990
7.1860,0,44.3302,-18.8542,-40.1208,0.0000
7.1860,1,196.1996,0.0000,-196.1996,392.3990
7.2180,0,44.3302,-18.8542,-40.1208,0.0000
7.2180,1,196.1996,0.0000,-196.1996,392.3990
7.2540,0,44.3302,-18.8542,-40.1208,0.0000
7.2540,1,196.1996,0.0000,-196.1996,392.3990
7.2880,0,44.3302,-18.8542,-40.1208,0.0000
7.2880,1,196.1996,0.0000,-196.1996,392.3990
7.3200,0,44.3302,-18.8542,-40.1208,0.0000
7.3200,1,196.1996,0.0000,-196.1996,392.3990
7.3540,0,44.3302,-18.8542,-40.1208,0.0000
7.3540,1,196.1996,0.0000,-196.1996,392.3990
7.3880,0,44.3302,-18.8542,-40.1208,0.0000
7.3880,1,196.1996,0.0000,-196.1996,392.3990
7.4180,0,44.3302,-18.8542,-40.1208,0.0000
7.4180,1,196.1996,0.0000,-196.1996,392.3990
7.4520,0,44.3302,-18.8542,-40.1208,0.0000
7.4520,1,196.1996,0.0000,-196.1996,392.3990
7.4840,0,44.3302,-18.8542,-40.1208,0.0000
7.4840,1,196.1996,0.0000,-196.1996,392.3990
7.5160,0,44.3302,-18.8542,-40.1208,0.0000
7.5160,1,196.1996,0.0000,-196.1996,392.3990
7.5500,0,44.3302,-18.8542,-40.1208,0.0000
7.5500,1,196.1996,0.0000,-196.1996,392.3990
7.5860,0,44.3302,-18.8542,-40.1208,0.0000
7.5860,1,196.1996,0.0000,-196.1996,392.3990
7.6200,0,44.3302,-18.8542,-40.1208,0.0000
7.6200,1,196.1996,0.0000,-196.1996,392.3990
7.6500,0,44.3302,-18.8542,-40.1208,0.0000
7.6500,1,196.1996,0.0000,-196.1996,392.3990
7.6840,0,44.3302,-18.8542,-40.1208,0.0000
7.6840,1,196.1996,0.0000,-196.1996,392.3990
7.7180,0,44.3302,-18.8542,-40.1208,0.0000
7.7180,1,196.1996,0.0000,-196.1996,392.3990
7.7540,0,44.3302,-18.8542,-40.1208,0.0000
7.7540,1,196.1996,0.0000,-196.1996,392.3990
7.7840,0,44.3302,-18.8542,-40.1208,0.0000
7.7840,1,196.1996,0.0000,-196.1996,392.3990
7.8200,0,44.3302,-18.8542,-40.1208,0.0000
7.8200,1,196.1996,0.0000,-196.1996,392.3989
7.8520,0,44.3302,-18.8542,-40.1208,0.0000
7.8520,1,196.1996,0.0000,-196.1996,392.3990
7.8860,0,44.3302,-18.8542,-40.1208,0.0000
7.8860,1,196.1996,0.0000,-196.1996,392.3989
7.9200,0,44.3302,-18.8542,-40.1208,0.0000
7.9200,1,196.1996,0.0000,-196.1996,392.3989
7.9500,0,44.3302,-18.8542,-40.1208,0.0000
7.9500,1,196.1996,0.0000,-196.1996,392.3990
7.9860,0,44.3302,-18.8542,-40.1208,0.0000
7.9860,1,196.1996,0.0000,-196.1996,392.3990
8.0180,0,44.3302,-18.8542,-40.1208,0.0000
8.0180,1,196.1996,0.0000,-196.1996,392.3990
8.0540,0,44.3302,-18.8542,-40.1208,0.0000
8.0540,1,196.1996,0.0000,-196.1996,392.3989
8.0840,0,44.3302,-18.8542,-40.1208,0.0000
8.0840,1,196.1996,0.0000,-196.1996,392.3989
8.1180,0,44.3302,-18.8542,-40.1208,0.0000
