Timp,ID_Corp,PozitieX,PozitieY,UnghiPhi,VitezaX,VitezaY,VitezaOmega,AcceleratieX,AcceleratieY,AcceleratieEpsilon
1.3680,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.3680,3,8.2363,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.4020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.4020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.4020,3,8.2362,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.4340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.4340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.4340,3,8.2360,2.1569,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.4660,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.4660,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.4660,3,8.2359,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.5020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.5020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.5020,3,8.2358,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.5360,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.5360,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.5360,3,8.2356,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.5700,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.5700,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.5700,3,8.2355,2.1568,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.6040,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.6040,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.6040,3,8.2354,2.1567,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.6360,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.6360,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.6360,3,8.2353,2.1567,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.6700,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.6700,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.6700,3,8.2351,2.1567,-0.0004,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.7020,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.7020,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.7020,3,8.2350,2.1567,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.7340,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.7340,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.7340,3,8.2349,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.7680,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.7680,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.7680,3,8.2348,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
1.8000,1,4.9246,0.8650,0.1739,-0.0006,0.0035,0.0007,0.0000,0.0000,0.0000
1.8000,2,7.9088,0.6419,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000
1.8000,3,8.2346,2.1566,-0.0005,-0.0076,0.0034,-0.0003,0.0000,0.0000,0.0000
